stt,url,address,name,location,confirmed,rate,votes,rest_type,special_diet,price_max,price_min
2397,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d14212573-Reviews-Bep_1985-Da_Lat_Lam_Dong_Province.html,"Hẻm 25 Trần Phú, Đà Lạt 670000 Việt Nam",Bếp 1985,Tỉnh Lâm Đồng,N,3.5,7,Kiểu Việt,N,186047.0,46512.0
2398,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d17816769-Reviews-Cu_Ru_Bar-Da_Lat_Lam_Dong_Province.html,"02 Phạm Hồng Thái Phường 10, Đà Lạt 670000 Việt Nam",Cù Rú Bar,Tỉnh Lâm Đồng,N,5.0,1,"Quầy bar, Cà phê, Quán rượu",N,80000.0,30000.0
2399,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d8095412-Reviews-Nha_Hang_Com_Nieu_Viet_Nam-Da_Lat_Lam_Dong_Province.html,"3  Nam Ky Khoi Nghia, Phuong 1, Da Lat, Lam Dong, Đà Lạt Việt Nam",Nha Hang Com Nieu Viet Nam,Tỉnh Lâm Đồng,N,3.5,7,,N,,
2400,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d20943361-Reviews-Cay_Da_Quan_2-Da_Lat_Lam_Dong_Province.html,"30/1 Trần Hưng Đạo, Đà Lạt Việt Nam",Cây Đa Quán 2,Tỉnh Lâm Đồng,N,5.0,1,,N,,
2401,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d18722103-Reviews-Anh_Se_Doi_Em_Trong_Hoi_Uc-Da_Lat_Lam_Dong_Province.html,"63 Nguyễn Trãi, Phường 9, Đà Lạt 670000 Việt Nam",Anh Sẽ Đợi Em Trong Hồi Ức,Tỉnh Lâm Đồng,Y,5.0,1,"Quầy bar, Kiểu Á, Quán rượu, Kiểu Việt, Quầy rượu vang",N,300000.0,40000.0
2402,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d19849680-Reviews-Ph_Nh_t_Wagyu_Kobe-Da_Lat_Lam_Dong_Province.html,"26N Yersin Phường 10, Đà Lạt 670000 Việt Nam",Phở Nhật Wagyu Kobe,Tỉnh Lâm Đồng,N,5.0,1,Bữa tối,N,,
2403,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d19243002-Reviews-Lost_in_Dalat-Da_Lat_Lam_Dong_Province.html,"62A Hai Ba Trung Phuong 6, Đà Lạt 66000 Việt Nam",Lost in Dalat,Tỉnh Lâm Đồng,N,5.0,1,"Quầy bar, Quán rượu",N,,
2404,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d19089773-Reviews-Bo_Ne_3_Ngon-Da_Lat_Lam_Dong_Province.html,"2/3 Nguyễn Văn Cừ Phường 1, Đà Lạt 670000 Việt Nam",Bò Né 3 Ngon,Tỉnh Lâm Đồng,N,5.0,1,"Kiểu Á, Kiểu Việt",N,,
2405,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d4043540-Reviews-Thuy_Trang-Da_Lat_Lam_Dong_Province.html,"1 Nguyen Thi Minh Khai, Đà Lạt Việt Nam",Thuy Trang,Tỉnh Lâm Đồng,N,4.0,2,Kiểu Việt,N,,
2406,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d20253830-Reviews-Kin_Kon_Thai_Street_Cuisine-Da_Lat_Lam_Dong_Province.html,"19 Đường Hoàng Diệu Phường 5, Đà Lạt Việt Nam",Kin Kon Thai Street Cuisine,Tỉnh Lâm Đồng,Y,3.5,3,Kiểu Thái,N,500000.0,100000.0
2407,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d6434009-Reviews-Dalat_Terrasse_Des_Roses_Restaurants-Da_Lat_Lam_Dong_Province.html,"35 Cao Ba Ward 7, Đà Lạt 47000 Việt Nam",Dalat Terrasse Des Roses Restaurants,Tỉnh Lâm Đồng,N,3.5,3,"Hải sản, Kiểu Việt",Y,,
2408,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d15632207-Reviews-Nha_Hang_Da_Lat_Thien_Nhien-Da_Lat_Lam_Dong_Province.html,"125 Quốc Lộ 20 Lâm Văn Thạnh, Phường 11, Đà Lạt 670000 Việt Nam",Nhà hàng Đà Lạt Thiên Nhiên,Tỉnh Lâm Đồng,N,5.0,1,"Kiểu Tây nam, Đồ ăn nhanh, Kiểu Á, Kiểu Việt, Kiểu Trung Á",N,400000.0,22000.0
2409,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d8862249-Reviews-Sau_Hit_Beef_Hotpot-Da_Lat_Lam_Dong_Province.html,Đà Lạt Việt Nam,Lẩu bò Sáu Hít,Tỉnh Lâm Đồng,N,4.5,2,,N,,
2410,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d15757591-Reviews-Tiem_Banh_Coi_Xay_Gio-Da_Lat_Lam_Dong_Province.html,"45 Hai Bà Trưng Phường 6, Đà Lạt 670000 Việt Nam",Tiệm Bánh Cối Xay Gió,Tỉnh Lâm Đồng,Y,5.0,1,"Cửa hàng thức ăn ngon, Kiểu Trung Á",N,119000.0,79000.0
2411,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d17695729-Reviews-Rosemary_Coffee_Flowers-Da_Lat_Lam_Dong_Province.html,"29c Mạc Đỉnh Chi, Đà Lạt 670000 Việt Nam",Rosemary Coffee & Flowers,Tỉnh Lâm Đồng,Y,5.0,1,Cà phê,N,30000.0,12000.0
2412,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d15632194-Reviews-Banh_Canh_Ca_Loc_An-Da_Lat_Lam_Dong_Province.html,"21/9 Trần Phú Phường 3, Đà Lạt 670000 Việt Nam",Bánh Canh Cá Lóc An,Tỉnh Lâm Đồng,N,5.0,1.0,"Kiểu Việt, Kiểu Bữa tối, Algeria",N,35000.0,20000.0
2413,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d12119980-Reviews-Dalat_Golf_Cafe-Da_Lat_Lam_Dong_Province.html,"14 Đống Đa, Đà Lạt Việt Nam",Dalat Golf Cafe,Tỉnh Lâm Đồng,N,4.0,2.0,"Bữa sáng, Bữa trưa, Bữa tối",N,,
2414,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d15326889-Reviews-Hy_Bar-Da_Lat_Lam_Dong_Province.html,"74 Trương Công Định, Đà Lạt 670000 Việt Nam",Hy Bar,Tỉnh Lâm Đồng,N,5.0,1.0,"Quầy bar, Cà phê, Quán rượu, Quầy rượu vang",N,110000.0,30000.0
2415,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d12838509-Reviews-Cay_Da_Quan-Da_Lat_Lam_Dong_Province.html,"11 Trần Quốc Toản, Đà Lạt Việt Nam",Cây Đa Quán,Tỉnh Lâm Đồng,N,5.0,1.0,Đồ nướng,N,,
2416,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d14175982-Reviews-Cafe_Thien_Thanh-Da_Lat_Lam_Dong_Province.html,"02 Pasteur Phường 4, Đà Lạt 670000 Việt Nam",Cafe Thiên Thanh,Tỉnh Lâm Đồng,N,5.0,1.0,"Cà phê, Cửa hàng thức ăn ngon, Kiểu Việt, Kiểu Bữa tối, Tốt cho sức khỏe",N,,
2417,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d14795169-Reviews-Mien_Ga_Nga-Da_Lat_Lam_Dong_Province.html,"52 Nguyễn Chí Thanh Phường 1, Đà Lạt 670000 Việt Nam",Miến Gà Nga,Tỉnh Lâm Đồng,N,4.0,2.0,Kiểu Việt,N,,
2418,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d1918674-Reviews-Tu_Hanh-Da_Lat_Lam_Dong_Province.html,"9B Hoang Van Thiu, Đà Lạt Việt Nam",Tu Hanh,Tỉnh Lâm Đồng,N,3.5,21.0,"Kiểu Á, Kiểu Việt",Y,,
2419,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d2274893-Reviews-Dong_A-Da_Lat_Lam_Dong_Province.html,"Junction of Phan Dinh Phong Road and Truong Cong Dinh St, Đà Lạt Việt Nam",Dong A,Tỉnh Lâm Đồng,N,4.0,4.0,Kiểu Việt,N,,
2420,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d14077483-Reviews-Quan_Huong_Rung_Da_Phu-Da_Lat_Lam_Dong_Province.html,"6B Đa Phú, Đà Lạt 670000 Việt Nam",Quán Hương Rừng - Đa Phú,Tỉnh Lâm Đồng,N,3.5,4.0,,N,,
2421,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d20200062-Reviews-Midway_Tea_Coffee-Da_Lat_Lam_Dong_Province.html,"292A Hai Bà Trưng, Phường 6, Đà Lạt 66000 Việt Nam",Midway Tea & Coffee,Tỉnh Lâm Đồng,N,3.5,3.0,"Cà phê, Quốc tế, Cửa hàng thức ăn ngon, Đương đại, Tốt cho sức khỏe",N,,
2422,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d10500472-Reviews-Banh_Can_Binh_Dan-Da_Lat_Lam_Dong_Province.html,"Đối Diện 62 Phan Dình Phùng, Đà Lạt Việt Nam",Bánh Căn Bình Dân,Tỉnh Lâm Đồng,N,4.0,2.0,Kiểu Việt,N,,
2423,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d11919238-Reviews-Chut_Hue-Da_Lat_Lam_Dong_Province.html,"5 Phạm Ngũ Lão Phường 3, Đà Lạt Việt Nam",Chút Huế,Tỉnh Lâm Đồng,N,5.0,1.0,"Cà phê, Kiểu Á, Kiểu Bữa tối, Thức ăn đường phố",N,45000.0,8000.0
2424,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d12549719-Reviews-Oc_Khanh_Nhu-Da_Lat_Lam_Dong_Province.html,"4B Hai Ba Trung Opposite 5 Hai Ba Trung, Đà Lạt Việt Nam",Ốc Khánh Như,Tỉnh Lâm Đồng,N,5.0,1.0,,N,,
2425,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d12225383-Reviews-Sam_s_Napoli_Pizza_Mini_Golf_Restaurant-Da_Lat_Lam_Dong_Province.html,"3E Hoàng Hoa Thám, Phường 10, Đà Lạt Việt Nam",Nhà Hàng Sam's Napoli Pizza & Mini Golf,Tỉnh Lâm Đồng,N,4.0,2.0,"Kiểu Ý, Kiểu Trung Quốc, Kiểu Mỹ, Kiểu Á, Kiểu Việt, Kiểu Campuchia",N,200000.0,89000.0
2426,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d10826350-Reviews-Banh_Mi_Co_Ut-Da_Lat_Lam_Dong_Province.html,"98 Phan Đình Phùng, Đà Lạt Việt Nam",Banh Mi Co Ut,Tỉnh Lâm Đồng,N,5.0,1.0,Kiểu Mỹ,N,,
2427,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d1943191-Reviews-Hoang_Lan-Da_Lat_Lam_Dong_Province.html,"118 Phan Dinh Phung, Đà Lạt Việt Nam",Hoang Lan,Tỉnh Lâm Đồng,N,3.5,17.0,"Kiểu Á, Kiểu Việt",N,,
2428,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d10628904-Reviews-Thai_Uyen-Da_Lat_Lam_Dong_Province.html,"2F Phan Dinh Phuong, Đà Lạt Việt Nam",Thai Uyen,Tỉnh Lâm Đồng,N,5.0,2.0,"Bữa trưa, Bữa tối",N,,
2429,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d11946822-Reviews-Anh_Duc_Sea_Food_Restaurant-Da_Lat_Lam_Dong_Province.html,"42F Trần Phú, Phường 4, Đà Lạt Việt Nam",Nhà Hàng Hải Sản Anh Đức,Tỉnh Lâm Đồng,N,3.5,3.0,"Hải sản, Kiểu Việt",N,581395.0,46512.0
2430,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d6117467-Reviews-Ti_m_Mi_Thanh_Ky-Da_Lat_Lam_Dong_Province.html,"159 3 Thang 2, Đà Lạt Phường 4 Việt Nam",Tiệm Mì Thành Ký,Tỉnh Lâm Đồng,N,5.0,1.0,,N,,
2431,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d9789995-Reviews-Capo_s_Meats_Groceries-Da_Lat_Lam_Dong_Province.html,"1A 370bis  ơNguyễn Thị Minh Khai Chợ mới Đà Lạt, Đà Lạt Việt Nam",Quán Capo's,Tỉnh Lâm Đồng,N,3.5,6.0,,N,300000.0,22000.0
2432,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d6017900-Reviews-Da_Hung-Da_Lat_Lam_Dong_Province.html,"Trai Mat - P11, Đà Lạt Việt Nam",Da Hung,Tỉnh Lâm Đồng,N,5.0,1.0,Kiểu Việt,N,,
2433,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d8310366-Reviews-Dear_Ta_o_Cafe-Da_Lat_Lam_Dong_Province.html,"58A Phan Đình Phùng, Phường 1, Đà Lạt Việt Nam",Dear Ta'o Cafe,Tỉnh Lâm Đồng,N,5.0,1.0,"Cà phê, Đồ ăn nhanh",N,,
2434,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d8135357-Reviews-Ngoc_Suong_Cafe-Da_Lat_Lam_Dong_Province.html,"18 Pasteur, Phường 4, Đà Lạt Việt Nam",Ngoc Suong Cafe,Tỉnh Lâm Đồng,N,5.0,1.0,,N,,
2435,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d13294293-Reviews-Lau_Ghe_Kim_Chi-Da_Lat_Lam_Dong_Province.html,"151 Bùi Thị Xuân P.2, Đà Lạt 650000 Việt Nam",Lẩu Ghẹ Kim Chi,Tỉnh Lâm Đồng,Y,4.0,1.0,"Hải sản, Kiểu Á, Quán rượu, Quán rượu đặc sản",N,25.0,5.0
2436,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d23104344-Reviews-V_Cafe-Da_Lat_Lam_Dong_Province.html,"1/1 Bùi Thị Xuân, Đà Lạt 670000 Việt Nam",V Cafe,Tỉnh Lâm Đồng,N,4.5,23.0,,N,,
2437,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d7186628-Reviews-Thanh_Tam_Cafe-Da_Lat_Lam_Dong_Province.html,"11 Da Phu, Đà Lạt Việt Nam",Thanh Tam Cafe,Tỉnh Lâm Đồng,N,5.0,1.0,Kiểu Việt,N,,
2438,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d17713970-Reviews-Banh_Xeo_Co_Chi-Da_Lat_Lam_Dong_Province.html,"43B Đường 3/2 Phường 1, Đà Lạt 670000 Việt Nam",Bánh Xèo Cô Chi,Tỉnh Lâm Đồng,N,4.0,1.0,Kiểu Việt,N,,
2439,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d17432121-Reviews-Amis_Restaurant-Da_Lat_Lam_Dong_Province.html,"E2 KQH Mạc Đỉnh Chi, Đà Lạt 670000 Việt Nam",Amis Restaurant,Tỉnh Lâm Đồng,Y,4.0,1.0,"Kiểu Pháp, Pizza",N,,
2440,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d15749994-Reviews-The_Orchid_Coffee_Restaurant-Da_Lat_Lam_Dong_Province.html,"120 Tô Hiến Thành Phường 4, Đà Lạt 670000 Việt Nam",The Orchid Coffee & Restaurant,Tỉnh Lâm Đồng,Y,4.0,1.0,"Pizza, Kiểu Việt",N,6.0,2.0
2441,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d15009265-Reviews-Yum_Pizza_Spaghetti-Da_Lat_Lam_Dong_Province.html,"130 Hai Bà Trưng, Đà Lạt 670000 Việt Nam",Yum - Pizza & Spaghetti,Tỉnh Lâm Đồng,N,4.0,1.0,Kiểu Việt,N,,
2442,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d12282788-Reviews-Papas_Chicken_Restaurant-Da_Lat_Lam_Dong_Province.html,"Lô LK1 KQH Đoàn Thị Điểm, Phường 4 Sau Trung tâm Hành chính, Đà Lạt Việt Nam",Nhà Hàng Papas' Chicken,Tỉnh Lâm Đồng,N,4.0,1.0,Kiểu Mỹ,N,180.0,15.0
2443,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d8137860-Reviews-Gio-Da_Lat_Lam_Dong_Province.html,"184 Bùi Thị Xuân Quận 2, Đà Lạt 670000 Việt Nam",Gió,Tỉnh Lâm Đồng,N,4.0,1.0,Kiểu Việt,N,,
2444,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d13385354-Reviews-Mai_Co-Da_Lat_Lam_Dong_Province.html,"254 Hai Bà Trưng, Đà Lạt Việt Nam",Quán Mai Cồ,Tỉnh Lâm Đồng,N,4.0,1.0,Kiểu Việt,N,,
2445,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d19616704-Reviews-Nha_Hang_Thien_Huong-Da_Lat_Lam_Dong_Province.html,"105 Bùi Thị Xuân Phường 2, Đà Lạt 670000 Việt Nam",Nhà Hàng Thiên Hương,Tỉnh Lâm Đồng,N,3.5,3.0,,N,,
2446,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d12990787-Reviews-Banh_Mi_47-Da_Lat_Lam_Dong_Province.html,"47 Hoàng Diệu, Đà Lạt Việt Nam",Bánh Mì 47,Tỉnh Lâm Đồng,N,4.0,1.0,Kiểu Việt,N,,
2447,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d12907818-Reviews-Nha_Hang_Chay_A_Au_Thien_Cung-Da_Lat_Lam_Dong_Province.html,"32 Hoàng Văn Thụ, Đà Lạt 650000 Việt Nam",Nhà Hàng Chay Á Âu Thiên Cung,Tỉnh Lâm Đồng,N,4.0,1.0,"Cà phê, Hải sản, Kiểu Việt, Kiểu Bữa tối",N,10000000.0,100000.0
2448,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d12673904-Reviews-Pho_Xuan-Da_Lat_Lam_Dong_Province.html,"9C Lữ Gia Phường 9, Đà Lạt Việt Nam",Phở Xuân,Tỉnh Lâm Đồng,N,4.0,1.0,,N,,
2449,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d4082167-Reviews-Tomato-Da_Lat_Lam_Dong_Province.html,"22 Suong Nguyet Anh, Đà Lạt Việt Nam",Tomato,Tỉnh Lâm Đồng,N,3.5,7.0,Kiểu Việt,N,,
2450,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d10746615-Reviews-Da_Lat_Four_Seasons-Da_Lat_Lam_Dong_Province.html,"15B Trần Hưng Đạo Phường 10, Đà Lạt 670000 Việt Nam",Nhà Hàng - Cafe Đà Lạt Bốn Mùa,Tỉnh Lâm Đồng,N,3.5,2.0,Kiểu Việt,N,,
2451,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d10765971-Reviews-Eros_Salmon_Cafe_Restaurant-Da_Lat_Lam_Dong_Province.html,"11A Phan Như Thạch, Đà Lạt Việt Nam",Eros Cá Hồi Cafe & Restaurant,Tỉnh Lâm Đồng,N,4.0,1.0,Kiểu Việt,N,,
2452,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d10034871-Reviews-The_Muse_2-Da_Lat_Lam_Dong_Province.html,"53 Hai Bà Trưng, Đà Lạt Việt Nam",Nhà hàng The Muse 2,Tỉnh Lâm Đồng,N,4.0,1.0,Tốt cho sức khỏe,N,,
2453,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d3445367-Reviews-Ga_Nha_Que-Da_Lat_Lam_Dong_Province.html,"3A Ho Tung Mau Ward 3, Đà Lạt Việt Nam",Ga Nha Que,Tỉnh Lâm Đồng,Y,3.5,2.0,Kiểu Việt,N,,
2454,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d13932090-Reviews-Banh_Khot_Co_Nam_Vung_Tau-Da_Lat_Lam_Dong_Province.html,"19 Lê Đại Hành Phường 1, Đà Lạt Việt Nam",Quán Bánh Khọt Cô Năm Vũng Tàu,Tỉnh Lâm Đồng,N,3.0,6.0,,N,,
2455,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d2431563-Reviews-Tin_Tin_Bread_and_Pizza-Da_Lat_Lam_Dong_Province.html,"11A Nguyen Chi Thanh Street, Đà Lạt Việt Nam",Tin Tin Bread and Pizza,Tỉnh Lâm Đồng,N,3.0,43.0,Kiểu Ý,N,,
2456,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d7818522-Reviews-Cafe_Veronica_3-Da_Lat_Lam_Dong_Province.html,"14 Tran Phu, Đà Lạt Việt Nam",Cafe Veronica 3,Tỉnh Lâm Đồng,N,3.0,14.0,Bữa nửa buổi,N,,
2457,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d3841831-Reviews-Hien_Ty-Da_Lat_Lam_Dong_Province.html,"39 Phu Dong Thien Vuong, Đà Lạt Việt Nam",Hien Ty,Tỉnh Lâm Đồng,N,3.0,1.0,Kiểu Việt,N,,
2458,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d15609356-Reviews-To_Chao_Dem-Da_Lat_Lam_Dong_Province.html,"112 Phan Đình Phùng Phường 2, Đà Lạt 670000 Việt Nam",Tô Cháo Đêm,Tỉnh Lâm Đồng,N,3.0,1.0,Kiểu Việt,N,,
2459,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d19616699-Reviews-Quan_An_Chua_Dao-Da_Lat_Lam_Dong_Province.html,"01 Khu Hoà Bình, Phường 1, Đà Lạt 670000 Việt Nam",Quán Ăn Chúa Đảo,Tỉnh Lâm Đồng,Y,3.0,4.0,"Bữa sáng, Bữa trưa, Bữa tối",N,,
2460,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d12631434-Reviews-Lotteria-Da_Lat_Lam_Dong_Province.html,"1 Nguyen Thi Minh Khai, Đà Lạt Việt Nam",Lotteria,Tỉnh Lâm Đồng,N,3.0,4.0,"Kiểu Mỹ, Đồ ăn nhanh, Quốc tế, Kiểu Việt",N,,
2461,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d23982629-Reviews-Um_Boo_Lau_Nuong-Da_Lat_Lam_Dong_Province.html,"137B KQH Yersin, Phường 9, Đà Lạt Việt Nam",Um Boo Lau & Nuong,Tỉnh Lâm Đồng,N,4.0,1.0,"Kiểu Việt, Đồ nướng, Kiểu Á, Thịt nướng, Súp",N,,
2462,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d6750955-Reviews-Pho_Nui_Restaurant-Da_Lat_Lam_Dong_Province.html,"46 Nguyen Chi Thanh, Phuong 1, Da Lat, Viet Nam, Đà Lạt Việt Nam",Pho Nui Restaurant,Tỉnh Lâm Đồng,N,3.0,10.0,Kiểu Việt,N,,
2463,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d15019949-Reviews-Nha_Hang_Suong_Mu-Da_Lat_Lam_Dong_Province.html,"41/2 Trần Phú, Đà Lạt 670000 Việt Nam",Nhà Hàng Sương Mù,Tỉnh Lâm Đồng,N,3.0,2.0,Kiểu Việt,N,,
2464,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d12720622-Reviews-Hanh_Beef_Hotpot-Da_Lat_Lam_Dong_Province.html,"167 Bùi Thị Xuân, Đà Lạt Việt Nam",Lẩu Bò Hạnh,Tỉnh Lâm Đồng,N,3.0,2.0,"Bữa trưa, Bữa tối",N,,
2465,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d8043092-Reviews-Ami_Cafe-Da_Lat_Lam_Dong_Province.html,"6 Hùng Vương, Đà Lạt Việt Nam",Ami Cafe,Tỉnh Lâm Đồng,N,3.0,5.0,Kiểu Việt,N,,
2466,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d8336192-Reviews-Elvis_on_the_Hill-Da_Lat_Lam_Dong_Province.html,"A2, Zone 149, Ankroet Street, Đà Lạt 61000 Việt Nam",Elvis on the Hill,Tỉnh Lâm Đồng,N,3.0,10.0,"Đồ nướng, Kiểu Việt, Kiểu Tây nam",N,,
2467,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d14221662-Reviews-Cafe_Pho_Hoa-Da_Lat_Lam_Dong_Province.html,"11 Nguyễn Chí Thanh Phường 1, Đà Lạt 670000 Việt Nam",Cafe Phố Hoa,Tỉnh Lâm Đồng,N,3.0,6.0,Cà phê,N,,
2468,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d2545938-Reviews-Momiji-Da_Lat_Lam_Dong_Province.html,"98 Truong Cong Dinh Street, Đà Lạt Việt Nam",Momiji,Tỉnh Lâm Đồng,N,3.0,54.0,"Pizza, Kiểu Nhật",N,,
2469,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d13358656-Reviews-Sense1987-Da_Lat_Lam_Dong_Province.html,"05 Lê Hồng Phong Phường 4, Đà Lạt 670000 Việt Nam",Sense1987,Tỉnh Lâm Đồng,Y,2.0,1.0,"Cà phê, Đồ ăn nhanh, Kiểu Âu, Kiểu Á, Kiểu Việt",N,50000.0,45000.0
2470,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d12340285-Reviews-Deebase-Da_Lat_Lam_Dong_Province.html,"1 Nguyễn Thị Minh Khai, Đà Lạt Việt Nam",Deebase,Tỉnh Lâm Đồng,N,2.0,1.0,Bữa tối,N,,
2471,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d12049486-Reviews-Khap_Bun_Kha_Restaurant-Da_Lat_Lam_Dong_Province.html,"26 Nguyễn Văn Cừ Phường 1, Đà Lạt 670000 Việt Nam",Nhà Hàng Món Thái Khap Bun Kha,Tỉnh Lâm Đồng,N,3.0,17.0,Kiểu Thái,N,,
2472,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d10034961-Reviews-Mien_Ga_Tuong_Vy-Da_Lat_Lam_Dong_Province.html,"57 Bùi Thị Xuân, Đà Lạt Việt Nam",Miến Gà Tường Vy,Tỉnh Lâm Đồng,N,3.0,2.0,Kiểu Việt,N,,
2473,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d13118904-Reviews-Monet_House_Restaurant-Da_Lat_Lam_Dong_Province.html,"3 Nguyen Du st, Đà Lạt Việt Nam",Monet House Restaurant,Tỉnh Lâm Đồng,N,2.0,2.0,"Kiểu Tây nam, Kiểu Việt",N,,
2474,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d11618651-Reviews-Ngon_BBQ_Buffet_Garden-Da_Lat_Lam_Dong_Province.html,"17 Nguyen Chi Thanh Ward 1, Đà Lạt Việt Nam",Ngon BBQ-Buffet Garden,Tỉnh Lâm Đồng,N,1.0,1.0,"Bữa sáng, Bữa trưa, Bữa tối",N,,
2475,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d3630427-Reviews-Dalat_House-Da_Lat_Lam_Dong_Province.html,"34 Nguyen Du, Đà Lạt Việt Nam",Dalat House,Tỉnh Lâm Đồng,N,3.0,34.0,Kiểu Việt,N,,
2476,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d15097246-Reviews-Nha_hang_Ham_Ruou_Vang_Da_Lat-Da_Lat_Lam_Dong_Province.html,"77C Hùng Vương Phường 11, Đà Lạt 670000 Việt Nam",Nhà hàng Hầm Rượu Vang Đà Lạt,Tỉnh Lâm Đồng,Y,1.0,1.0,"Kiểu Mỹ, Cửa hàng thức ăn ngon, Kiểu Mỹ bản xứ",N,450000.0,45000.0
2477,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d19782348-Reviews-Dalat_Coffee-Da_Lat_Lam_Dong_Province.html,"2/10 Nguyễn Văn Cừ Phường 1, Đà Lạt 670000 Việt Nam",Dalat Coffee,Tỉnh Lâm Đồng,Y,1.0,1.0,"Kiểu Tây nam, Đồ ăn nhanh, Kiểu Việt",N,,
2478,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d16470804-Reviews-Koreana-Da_Lat_Lam_Dong_Province.html,"20A Hai Bà Trưng Phường 6, Đà Lạt 670000 Việt Nam",Koreana,Tỉnh Lâm Đồng,N,1.0,1.0,"Kiểu Á, Kiểu Hàn Quốc, Món kết hợp",N,,
