stt,url,address,name,location,confirmed,rate,votes,rest_type,special_diet,price_max,price_min
16,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d15239535-Reviews-Shanti_Indian_Cuisine-Ho_Chi_Minh_City.html,"279 Pham Ngu Lao Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",Shanti Indian Cuisine,Thành phố Hồ Chí Minh,Y,5,295,"Kiểu Ấn Độ, Kiểu Á",Y,300000,100000
17,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d12120759-Reviews-Winking_Seal_Beer_Co-Ho_Chi_Minh_City.html,"50 Đặng Thị Nhu Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",Winking Seal Beer Co.,Thành phố Hồ Chí Minh,Y,4.5,132,"Nhà hàng bán bia, Quầy bar, Quán rượu",Y,2147483647,813953472
18,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d12699961-Reviews-Moo_Beef_Steak_Prime-Ho_Chi_Minh_City.html,"35-37 Ngô Đức Kế Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",Moo Beef Steak - Prime,Thành phố Hồ Chí Minh,Y,5,262,Nhà hàng bít tết,Y,,
19,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d7157553-Reviews-Noir_Dining_In_The_Dark-Ho_Chi_Minh_City.html,"178-180D Hai Bà Trưng Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",Nhà Hàng Noir.,Thành phố Hồ Chí Minh,Y,5,2098,"Kiểu Âu, Kiểu Á, Kiểu Việt, Tốt cho sức khỏe, Quốc tế, Món kết hợp",Y,674419,488372
20,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d12969004-Reviews-The_Posh_Duck_Kitchen-Ho_Chi_Minh_City.html,"Lô 9 Đường số 7 Quận 7, Tân Thuận Đông, Thành phố Hồ Chí Minh 700000 Việt Nam",The Posh Duck Kitchen,Thành phố Hồ Chí Minh,Y,5,203,"Kiểu Âu, Kiểu Á",Y,1162791,116279
21,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d18679854-Reviews-Parsley_Steak_Pasta_and_More-Ho_Chi_Minh_City.html,"130 Nguyễn Trãi, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam","Parsley - Steak, Pasta and More",Thành phố Hồ Chí Minh,Y,5,163,"Nhà hàng bít tết, Quốc tế, Kiểu Âu",Y,195000,95000
22,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d21272060-Reviews-Dalcheeni_HCMC-Ho_Chi_Minh_City.html,"2A Ngô Văn Năm Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 710000 Việt Nam",Dalcheeni HCMC,Thành phố Hồ Chí Minh,Y,5,107,Kiểu Ấn Độ,Y,450000,150000
23,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d1122944-Reviews-Tandoor-Ho_Chi_Minh_City.html,"39A-39B Ngô Đức Kế Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",Tandoor,Thành phố Hồ Chí Minh,Y,4,798,"Kiểu Ấn Độ, Kiểu Á",Y,,
24,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d18206918-Reviews-Moo_Beef_Steak_109_Ly_Tu_Trong-Ho_Chi_Minh_City.html,"109 Lý Tự Trọng Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",Moo Beef Steak 109 Ly Tu Trong,Thành phố Hồ Chí Minh,Y,5,159,Nhà hàng bít tết,N,800000,300000
25,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d3983330-Reviews-Cyclo_Resto-Ho_Chi_Minh_City.html,"Số 6/28 Đường Cách Mạng Tháng Tám Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",Cyclo Resto,Thành phố Hồ Chí Minh,Y,4.5,3608,"Kiểu Á, Kiểu Việt, Tốt cho sức khỏe",N,558140,139535
26,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d15000626-Reviews-Lai_Cantonese_Restaurant-Ho_Chi_Minh_City.html,"92-94 Nam Kỳ Khởi Nghĩa Sedona Suites, Tầng 28, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",Lai - Cantonese Restaurant,Thành phố Hồ Chí Minh,Y,5,335,"Kiểu Trung Quốc, Kiểu Á, Vân Nam, Tân Cương",Y,,
27,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d3682545-Reviews-Hum_Vegetarian_Cafe_Restaurant-Ho_Chi_Minh_City.html,"32 Võ Văn Tần Phường 6, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam","Hum Vegetarian, Cafe & Restaurant",Thành phố Hồ Chí Minh,Y,4.5,2388,"Kiểu Việt, Kiểu Á, Tốt cho sức khỏe",Y,20,8
28,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d17546420-Reviews-IL_CORDA_Charcoal_Steakhouse-Ho_Chi_Minh_City.html,"11 Lê Thánh Tôn Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",IL CORDA Charcoal Steakhouse,Thành phố Hồ Chí Minh,Y,4.5,24,Nhà hàng bít tết,N,3488372,1162791
29,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d15000545-Reviews-Towa_Japanese_Cuisine-Ho_Chi_Minh_City.html,"Tầng 28, 92-94 Nam Kì Khởi Nghĩa Saigon Centre, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",Towa - Japanese Cuisine,Thành phố Hồ Chí Minh,Y,5,248,"Kiểu Nhật, Cửa hàng thức ăn ngon, Kiểu Á",Y,1500,300
30,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d10060971-Reviews-Natraj_Indian_Cuisine_Restaurant-Ho_Chi_Minh_City.html,"41 Bùi Thị Xuân, P. Bến Thành, Q.1 District 1, Thành phố Hồ Chí Minh 700000 Việt Nam",Nhà hàng Ấn Độ Natraj,Thành phố Hồ Chí Minh,Y,4.5,424,"Kiểu Ấn Độ, Kiểu Á",Y,135000,15000
31,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d14956206-Reviews-Vo_Roof_Garden-Ho_Chi_Minh_City.html,"Lầu 7, 44 Nguyễn Huệ Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",Vo Roof Garden,Thành phố Hồ Chí Minh,N,5,582,"Kiểu Á, Kiểu Việt, Tốt cho sức khỏe",Y,110000,20000
32,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d17122565-Reviews-Shamballa_Vegetarian_Restaurant_Tea_House-Ho_Chi_Minh_City.html,"17-19 Trịnh Văn Cấn Phường Cầu Ông Lãnh, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam","Shamballa Vegetarian, Restaurant & Tea House",Thành phố Hồ Chí Minh,Y,5,446,"Kiểu Việt, Tốt cho sức khỏe, Kiểu Á, Súp",Y,2325581,465116
33,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d17623254-Reviews-Soul_Ben_Thanh_Restaurant_Bar-Ho_Chi_Minh_City.html,"7 Thủ Khoa Huân Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",Soul Ben Thanh Restaurant & Bar,Thành phố Hồ Chí Minh,Y,4.5,340,"Hải sản, Kiểu Việt, Quầy bar, Kiểu Á, Đồ nướng",Y,890000,10000
34,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d14134956-Reviews-Benaras_Indian_Bistro-Ho_Chi_Minh_City.html,"40/26 Pham Viet Chanh Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh 700000 Việt Nam",Benaras Indian Bistro,Thành phố Hồ Chí Minh,Y,5,363,Kiểu Ấn Độ,Y,500000,15
35,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d17704147-Reviews-Secret_Garden_131_Calmette-Ho_Chi_Minh_City.html,"131 Calmette Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",Secret Garden 131 Calmette,Thành phố Hồ Chí Minh,Y,4.5,201,"Kiểu Á, Món kết hợp, Kiểu Việt",Y,300000,75000
36,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d17115288-Reviews-Cafe_Marcel-Ho_Chi_Minh_City.html,"28 Ngô Quang Huy, Thành phố Hồ Chí Minh 700000 Việt Nam",Café Marcel,Thành phố Hồ Chí Minh,Y,5,424,"Cà phê, Cửa hàng thức ăn ngon, Kiểu Âu",Y,500000,50000
37,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d7146387-Reviews-R_J_Italian_Lounge_Restaurant-Ho_Chi_Minh_City.html,"22-36 Nguyễn Huệ Tầng B1, The Reverie Saigon, Thành phố Hồ Chí Minh 70000 Việt Nam",R&J Italian Lounge & Restaurant,Thành phố Hồ Chí Minh,Y,4.5,374,Kiểu Ý,Y,,
38,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d11962759-Reviews-Den_Long_Home_Cooked_Vietnamese_Restaurant-Ho_Chi_Minh_City.html,"130 Nguyễn Trãi Quận 1, Thành phố Hồ Chí Minh Việt Nam",Nhà Hàng Đèn Lồng,Thành phố Hồ Chí Minh,Y,4.5,1357,"Kiểu Á, Kiểu Việt",Y,115,65
39,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d7793689-Reviews-Sushi_Sun-Ho_Chi_Minh_City.html,"46 Nguyễn Cư Trinh Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",Sushi Sun,Thành phố Hồ Chí Minh,Y,4.5,241,"Kiểu Nhật, Sushi, Kiểu Á, Thịt nướng",Y,20,5
40,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d10317597-Reviews-B3_Steakhouse_Craft_beer-Ho_Chi_Minh_City.html,"Tầng 1, 90 Nguyễn Huệ, Q.1, Thành phố Hồ Chí Minh 70000 Việt Nam",Nhà hàng B3 Steakhouse & Craft beer,Thành phố Hồ Chí Minh,Y,4.5,892,"Nhà hàng bít tết, Kiểu Âu",Y,581395,116279
41,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d15149466-Reviews-Secret_Garden_12_Nguyen_Thiep_Branch-Ho_Chi_Minh_City.html,"12-14 Nguyễn Thiệp Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",Secret Garden 12 Nguyen Thiep Branch,Thành phố Hồ Chí Minh,Y,4.5,389,"Cà phê, Kiểu Việt, Kiểu Á, Tốt cho sức khỏe, Món kết hợp",Y,279070,93023
42,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d5601881-Reviews-Hum_Vegetarian_Lounge_Restaurant-Ho_Chi_Minh_City.html,"2 Thi Sách Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam","Hum Vegetarian, Lounge & Restaurant",Thành phố Hồ Chí Minh,Y,4.5,1460,"Kiểu Á, Kiểu Việt, Tốt cho sức khỏe",Y,465116,186047
43,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d15357305-Reviews-NAM_Vietnamese_Rooftop_Kitchen-Ho_Chi_Minh_City.html,"242 Đề Thám Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",NAM Vietnamese Rooftop Kitchen,Thành phố Hồ Chí Minh,Y,4.5,411,"Hải sản, Kiểu Việt, Kiểu Á, Thức ăn đường phố, Nhà hàng bia",Y,186047,93023
44,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d7844724-Reviews-Bun_Cha_145-Ho_Chi_Minh_City.html,"145 Bùi Viện Phường Phạm Ngũ Lão, Q1, Thành phố Hồ Chí Minh 70000 Việt Nam",Bún Chả 145,Thành phố Hồ Chí Minh,Y,4.5,2382,"Kiểu Việt, Tốt cho sức khỏe",Y,,
45,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d12120667-Reviews-Zeytun_Restaurant-Ho_Chi_Minh_City.html,"185 Bùi Viện Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",Zeytun Restaurant,Thành phố Hồ Chí Minh,Y,4.5,560,"Quốc tế, Kiểu Địa Trung Hải, Kiểu Trung Đông, Kiểu Ả Rập, Kiểu Li băng, Kiểu Thổ Nhĩ Kỳ",Y,232558,46512
46,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d14090367-Reviews-El_Camino_Taqueria-Ho_Chi_Minh_City.html,"88 Xuân Thủy Thao Dien, District 2, Thành phố Hồ Chí Minh 700000 Việt Nam",El Camino Taqueria,Thành phố Hồ Chí Minh,Y,5,149,"Kiểu Á, Kiểu Hàn Quốc, Món kết hợp, Kiểu Mexico",Y,185000,100000
47,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d10865662-Reviews-Pizza_4P_s_Ben_Thanh-Ho_Chi_Minh_City.html,"160 Lê Thánh Tôn Quận 1, Lối vào từ 8 Thủ Khoa Huân, Thành phố Hồ Chí Minh 700000 Việt Nam",Pizza 4P's Bến Thành,Thành phố Hồ Chí Minh,Y,4.5,761,"Pizza, Kiểu Ý, Kiểu Âu, Phong cách ẩm thực Fusion Nhật Bản",Y,1162791,116279
48,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d13166463-Reviews-Journeys_Sandwich_Bistro_Ben_Thanh_District-Ho_Chi_Minh_City.html,"34-36 Phan Bội Châu Tầng 1, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",Journeys Sandwich Bistro - Ben Thanh District,Thành phố Hồ Chí Minh,Y,4.5,487,"Cà phê, Quốc tế, Kiểu Âu",Y,8,4
49,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d8285827-Reviews-Moo_Beef_Steak_44_Dong_khoi-Ho_Chi_Minh_City.html,"44 Đồng Khởi, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",Moo Beef Steak 44 Dong khoi,Thành phố Hồ Chí Minh,Y,4.5,572,"Kiểu Mỹ, Nhà hàng bít tết",Y,2325581,581395
50,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d12703262-Reviews-Mad_Cow_Wine_Grill-Ho_Chi_Minh_City.html,"District 1 Pullman Saigon Centre, Thành phố Hồ Chí Minh 700000 Việt Nam",Mad Cow Wine & Grill,Thành phố Hồ Chí Minh,Y,4.5,235,"Nhà hàng bít tết, Hải sản, Thịt nướng, Quầy rượu vang, Quầy bar, Kiểu Âu",Y,2700000,120000
51,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d7803798-Reviews-Bloom_Saigon_Restaurant_Non_Profit_Restaurant-Ho_Chi_Minh_City.html,"3/5 Hoàng Sa, Phường Đa Kao, Quận 1 Ward Dakao, Thành phố Hồ Chí Minh 70000 Việt Nam",Bloom Saigon Restaurant (Non-Profit Restaurant),Thành phố Hồ Chí Minh,Y,4.5,310,"Kiểu Á, Kiểu Việt, Món kết hợp",Y,8404,1261
52,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d12499906-Reviews-Dosh-Ho_Chi_Minh_City.html,"42 Nguyễn Huệ Tầng 3, Quận 1, Thành phố Hồ Chí Minh Việt Nam",Tiệm Bánh Dosh,Thành phố Hồ Chí Minh,Y,4.5,162,"Kiểu Việt, Cà phê, Tốt cho sức khỏe, Quốc tế",Y,99000,35000
